negative	boring plot not funny everything went wrong
negative	terrible movie
negative	way too much whoopi !
negative	whoopie - painful as always .
negative	sad , i actually do like adam sandler . he is a decent comedian , but he can't act . and what is it with his films ? they just don't seem to have any signs of a cohesive plot to them .
negative	adam sandler shows once again he can't act in this travesty that has him using profanity around little children and knocking mcdonalds . most humor is quite sick and this movie is horrid . don't even take a bribe to see it !
negative	frankly , the moon is where i'd like both kaufman and carrey to go . and stay .
negative	it wasn't that funny or interesting .
negative	proving jim carrey and drama do not mix .
negative	jim carrey can't act . jim carrey is not funny . as soon as the public at large realizes that the better off we'll all be .
negative	the image of andy kaufman as a nice , funny guy is shattered by reality . he is a mean , twisted , manipulative individual . the movie is marketed like it is a comedy and this is far from the truth . the reality of andy kaufman's life was not all fun and games and this movie is his life story , but it is sold ( like kaufman ) to the public as something it is not .
negative	this was one of the only movies i have ever walked out of . it is the worst thing i have seen in a long , long time . the theatre we saw it in accidentally played one of the reels upside down and backwards . that was the only time we laughed . we were lucky though , because we saw it at the cheap theatre and it only cost us $ 1 . 50 each . of course , we still felt ripped off .
negative	i thought the stale nachos from the theater concession were the best part of this movie . it was a long drawn out film that never took the time to really develop any of the characters -- not even andy . and courtney love the actor -- someone please get me another stale snack !
negative	this is the most unfunny , makes no sense movie i have ever seen .
negative	kirsten dunst sucks .
negative	worst movie in the world . . . cheerleaders suck ! !
negative	stupid
negative	kirsten dunst , your 15 minutes are just about up . . .
negative	why is it that movies set at high school nowadays have to be sick . besides the attractive female cheerleaders and a few eccentric cameos , the movie stinks . they combine very sick gags , profanity , disrespectful attitudes , fights and obscene gestures . easily one of the worst movies i've ever seen .
negative	pathetic . goes to show how shallow the world is nowadays .
negative	no way ! i fell asleep about 5 minutes into it .
negative	i gave this movie a one because it was horrible . it was just about cheerleading , and i'm a guy . i need action .
negative	they should have called it stupid if not for alica silverstone it would have been a complete waste of time .
negative	'clueless' . . . how appropriate . . . seems the producers knew it from the beginning . . . any you airheads rating this movie great : of 10 million sperm , you were the faster ? ? ? ?
negative	this was just another dumb blow it up movie . willis is a better actor than this and would have to wait many years to show it .
negative	i think a brilliant performance by hopkins is utterly wasted in this scurrilous piece of trash .
negative	just because there are babes in it doesn't make it good . this was a true piece of sh * t from beginning to end . . .
